id,question_id,participant_id,frisian,dutch,english,Arguments
3_117778,3,117778,Bedrijven zorgen voor bedrijvigheid en kunnen in samenspraak en in samenwerking met de gemeente en de lokale bevolking nieuwe ontwikkelingen uitvoeren,Bedrijven zorgen voor bedrijvigheid en kunnen in samenspraak en in samenwerking met de gemeente en de lokale bevolking nieuwe ontwikkelingen uitvoeren,Companies ensure activity and can carry out new developments in consultation and in collaboration with the municipality and the local population.,
5_109651,5,109651,Een gemakkelijke manier maar dat raakt de inwoners bijna niet en bewustwording van energiebesparing door individuele inwoners wordt te weinig bereikt.,Een gemakkelijke manier maar dat raakt de inwoners bijna niet en bewustwording van energiebesparing door individuele inwoners wordt te weinig bereikt.,"An easy way, but that hardly affects the inhabitants and awareness of energy savings by individual residents is not achieved enough.",
6_5885,6,5885,Overcapaciteit is prima voor de rest van Nederland maar we moeten niet de energieleverancier van Nederland worden zodat wij alles volzetten met windmolens en zonneparken terwijl de rest van Nederland niets doet. We moeten geen 2e Groningen worden met alle ellende van dien.,Overcapaciteit is prima voor de rest van Nederland maar we moeten niet de energieleverancier van Nederland worden zodat wij alles volzetten met windmolens en zonneparken terwijl de rest van Nederland niets doet. We moeten geen 2e Groningen worden met alle ellende van dien.,"Overcapacity is fine for the rest of the Netherlands, but we should not become the energy supplier of the Netherlands so that we fill everything with wind turbines and solar parks while the rest of the Netherlands does nothing. We should not become 2nd Groningen with all the misery that entails.",
3_117810,3,117810,zoals waterstof gas . Kunnen we het prachtige gasnet werk gebruiken en houden we de kosten laag voor burgers.  idem inzetten op Kern engergie.    dit voorkomt ook dat er minder windmolens en zonnen paneel velden behoeven te komen. En houden we dit betaalbaar en hebben we de minste CO 2 uitstoot.,zoals waterstof gas . Kunnen we het prachtige gasnet werk gebruiken en houden we de kosten laag voor burgers.  idem inzetten op Kern engergie.    dit voorkomt ook dat er minder windmolens en zonnen paneel velden behoeven te komen. En houden we dit betaalbaar en hebben we de minste CO 2 uitstoot.,such as hydrogen gas . Can we use the beautiful gas network work and keep the costs low for citizens.  ditto bet on Core engergie.    This also prevents fewer windmills and solar panel fields from having to be built. And we keep this affordable and we have the least CO 2 emissions.,
6_7726,6,7726,"Zal teveel aanslag leveren op het landschap. Denk aan windmolens en zonneweides in het prachtige (beschermde) landschap......Heeft ook weer invloed op het toerisme, de motor van de gemeente.","Zal teveel aanslag leveren op het landschap. Denk aan windmolens en zonneweides in het prachtige (beschermde) landschap......Heeft ook weer invloed op het toerisme, de motor van de gemeente.","Will put too much strain on the landscape. Think of windmills and solar meadows in the beautiful (protected) landscape...... Also has an influence on tourism, the engine of the municipality.",
3_118553,3,118553,Ik ben tegen grootschalige wind en zonneparken. Waterstof en kernenergie zijn de 2 beste opties om op in te zetten voor de toekomstige energievraag. Anders moeten we alles vol zetten met molens en zonnepanelen.,Ik ben tegen grootschalige wind en zonneparken. Waterstof en kernenergie zijn de 2 beste opties om op in te zetten voor de toekomstige energievraag. Anders moeten we alles vol zetten met molens en zonnepanelen.,"I am against large-scale wind and solar parks. Hydrogen and nuclear energy are the 2 best options to bet on for future energy demand. Otherwise, we have to fill everything with windmills and solar panels.",
3_119672,3,119672,de techniek verandert snel momenteel en kan mede bepalen wat voor plannen haalbaar en nuttig zijn.,de techniek verandert snel momenteel en kan mede bepalen wat voor plannen haalbaar en nuttig zijn.,The technology is changing rapidly at the moment and can help determine what kind of plans are feasible and useful.,
2_119807,2,119807,"Deze optie biedt de mogelijkheid om via lokale energiecoöperaties regie te pakken op de eigen omgeving op basis van de lokale behoeften en mogelijkheden. Dit betekent echter niet (zoals in de uitleg wel staat) dat dit tot verrommeling van het landschap zou moeten leiden. Samen met het gemeentelijke beleid en de koepelcoöperatie ùs Koöperaasje (waar de energiecoöperaties uit Fryslân bij zijn aangesloten) is het mogelijk om schaalgrootte en bestuurlijke slagkracht te bereiken (samen ook met de provincie).   Juist door de lokale initiatieven wordt bereikt dat het landschap niet onnodig verrommelt omdat de bij een coöperatie aangesloten burgers dat veelal niet wenselijk vinden (in tegenstelling tot het toelaten van een mogelijke wildgroei aan projectontwikkelaar). Juist energiecoöperaties samen met gemeente(n), provincie en de ùs Koöperaasje (mede-eigenaar van Energie VanOns - de noordelijke duurzame energie coöperatie met een 10 van de consumentenbond)","Deze optie biedt de mogelijkheid om via lokale energiecoöperaties regie te pakken op de eigen omgeving op basis van de lokale behoeften en mogelijkheden. Dit betekent echter niet (zoals in de uitleg wel staat) dat dit tot verrommeling van het landschap zou moeten leiden. Samen met het gemeentelijke beleid en de koepelcoöperatie ùs Koöperaasje (waar de energiecoöperaties uit Fryslân bij zijn aangesloten) is het mogelijk om schaalgrootte en bestuurlijke slagkracht te bereiken (samen ook met de provincie).   Juist door de lokale initiatieven wordt bereikt dat het landschap niet onnodig verrommelt omdat de bij een coöperatie aangesloten burgers dat veelal niet wenselijk vinden (in tegenstelling tot het toelaten van een mogelijke wildgroei aan projectontwikkelaar). Juist energiecoöperaties samen met gemeente(n), provincie en de ùs Koöperaasje (mede-eigenaar van Energie VanOns - de noordelijke duurzame energie coöperatie met een 10 van de consumentenbond)","This option offers the possibility to take control of their own environment through local energy cooperatives based on local needs and possibilities. However, this does not mean (as the explanation states) that this should lead to cluttering of the landscape. Together with the municipal policy and the umbrella cooperative ùs Koöperaasje (to which the energy cooperatives from Fryslân are affiliated), it is possible to achieve scale and administrative strength (together with the province).   It is precisely through the local initiatives that it is achieved that the landscape does not clutter unnecessarily because the citizens affiliated with a cooperative often do not find this desirable (as opposed to allowing a possible proliferation of project developers). Especially energy cooperatives together with municipality(s), province and the ùs Koöperaasje (co-owner of Energie VanOns - the northern sustainable energy cooperative with a 10 from the consumer association)",
3_118216,3,118216,Markt is vaak expertise. Zij kennen de voor- en nadelen van de mogelijkheden die worden geïnitieerd. Belangrijk is wel dat er overzicht blijft en kostenbewaking zodat het betaalbaar blijft voor de maatschappij.,Markt is vaak expertise. Zij kennen de voor- en nadelen van de mogelijkheden die worden geïnitieerd. Belangrijk is wel dat er overzicht blijft en kostenbewaking zodat het betaalbaar blijft voor de maatschappij.,Market is often expertise. They know the advantages and disadvantages of the possibilities that are initiated. It is important that there remains an overview and cost monitoring so that it remains affordable for society.,
5_5729,5,5729,Op lange termijn moet er worden ingezet op opslag maar zie niet in waarom SWF dit voor heel NL moet doen en ben van mening dat dit zoveel mogelijk lokaal moet worden gedaan en de verschillende lokale opslag onderling aan elkaar gekoppeld wordt.,Op lange termijn moet er worden ingezet op opslag maar zie niet in waarom SWF dit voor heel NL moet doen en ben van mening dat dit zoveel mogelijk lokaal moet worden gedaan en de verschillende lokale opslag onderling aan elkaar gekoppeld wordt.,"In the long term, we should focus on storage, but do not see why SWF should do this for the whole of the Netherlands and I believe that this should be done locally as much as possible and that the different local storage should be interconnected.",
3_119891,3,119891,"Luisteren naar wetenschappers, politiek en markt.   Geen biomassa-centrales. Belachelijk om bomen (groene longen) te kappen.  Nieuwe  aanplant kost tijd.om volwassen te worden. Fijnstof is milieuvervuilend en schadelijk voor gezondheid.   Geen warmtepompen. Is niet flexibel en kan bij erge koude niet toereikend zijn. Aanleg grote inpakt op infrastructuur.  Dus WATERSTOF !  Schoonst, gebruikmaken van gasleidingen en in geval van nood bij te  verwarmen met gas (nog in voorraad) Zie telegraaf 21-4-2020 : Wiebes wil  Waterstof.","Luisteren naar wetenschappers, politiek en markt.   Geen biomassa-centrales. Belachelijk om bomen (groene longen) te kappen.  Nieuwe  aanplant kost tijd.om volwassen te worden. Fijnstof is milieuvervuilend en schadelijk voor gezondheid.   Geen warmtepompen. Is niet flexibel en kan bij erge koude niet toereikend zijn. Aanleg grote inpakt op infrastructuur.  Dus WATERSTOF !  Schoonst, gebruikmaken van gasleidingen en in geval van nood bij te  verwarmen met gas (nog in voorraad) Zie telegraaf 21-4-2020 : Wiebes wil  Waterstof.","Listening to scientists, politics and the market.   No biomass plants. Ridiculous to cut down trees (green lungs).  New plantings take tijd.om to mature. Particulate matter is environmentally polluting and harmful to health.   No heat pumps. Is not flexible and may not be sufficient in severe cold. Construction of large packs on infrastructure.  So HYDROGEN !  Cleanest, use gas pipelines and in case of emergency to be heated with gas (still in stock) See telegraph 21-4-2020 : Wiebes wants Hydrogen.",
1_118420,1,118420,Goed wanneer de gemeente de regie voert en deze klus samen met de inwoners aangaat. In nauw overleg met elkaar. Grote bedrijven moeten niet de leiding krijgen over zoiets belangrijks als de energievoorziening. Geld is dan de drijfveer en bijvoorbeeld in de zorg zien we nu waar die marktwerking toe kan leiden.,Goed wanneer de gemeente de regie voert en deze klus samen met de inwoners aangaat. In nauw overleg met elkaar. Grote bedrijven moeten niet de leiding krijgen over zoiets belangrijks als de energievoorziening. Geld is dan de drijfveer en bijvoorbeeld in de zorg zien we nu waar die marktwerking toe kan leiden.,"Good when the municipality is in charge and takes on this job together with the residents. In close consultation with each other. Large companies should not be put in charge of something as important as the energy supply. Money is then the driving force and in healthcare, for example, we now see where market forces can lead.",
2_5847,2,5847,Deze rol is voor de gemeente. De gemeente is er voor de burgers. Burgers kun je het beste mee laten doen als de gemeente mogelijkheden schept. Er is een kleine groep burgers die wel voldoende eigen initiatief hebben.(interesse en motivatie),Deze rol is voor de gemeente. De gemeente is er voor de burgers. Burgers kun je het beste mee laten doen als de gemeente mogelijkheden schept. Er is een kleine groep burgers die wel voldoende eigen initiatief hebben.(interesse en motivatie),This role is for the municipality. The municipality is there for the citizens. Citizens are best allowed to participate if the municipality creates opportunities. There is a small group of citizens who do have sufficient initiative of their own. (interest and motivation),
1_119854,1,119854,"Ik vind het met name belangrijk dat er centraal gestuurd wordt op de route naar de toekomst. In dit geval de gemeente, maar bij voorkeur nog op hoger niveau (Provincie - Nederland - Europa). Ontwikkel een goede visie op basis van sterktes/zwaktes en kansen/bedreigingen van onze gemeente en haar inwoners in relatie tot de verduurzamingsopgave. Integrale afweging maken tussen kosten/baten, risico's en alle overige effecten. Heldere routekaart opstellen die duidelijkheid geeft aan bewoners en bedrijven wat ze zelf kunnen/moeten doen.","Ik vind het met name belangrijk dat er centraal gestuurd wordt op de route naar de toekomst. In dit geval de gemeente, maar bij voorkeur nog op hoger niveau (Provincie - Nederland - Europa). Ontwikkel een goede visie op basis van sterktes/zwaktes en kansen/bedreigingen van onze gemeente en haar inwoners in relatie tot de verduurzamingsopgave. Integrale afweging maken tussen kosten/baten, risico's en alle overige effecten. Heldere routekaart opstellen die duidelijkheid geeft aan bewoners en bedrijven wat ze zelf kunnen/moeten doen.","I think it is particularly important that the route to the future is centrally controlled. In this case the municipality, but preferably at a higher level (Province - Netherlands - Europe). Develop a good vision based on strengths/weaknesses and opportunities/threats of our municipality and its inhabitants in relation to the sustainability challenge. Make an integral assessment between costs/benefits, risks and all other effects. Draw up a clear roadmap that gives clarity to residents and businesses about what they can/should do themselves.",
2_108039,2,108039,Wanneer inwoners zelf beslissen is waarschijnlijk de draagkracht groter. Inwoners kunnen dan ook zelf bepalen hoe het in hun eigen landschap wordt toegepast.,Wanneer inwoners zelf beslissen is waarschijnlijk de draagkracht groter. Inwoners kunnen dan ook zelf bepalen hoe het in hun eigen landschap wordt toegepast.,"When residents decide for themselves, the carrying capacity is probably greater. Residents can therefore decide for themselves how it is applied in their own landscape.",
4_119982,4,119982,"Wat betreft windenergie lijkt met dat een goed idee en dan bij voorkeur op zee (bijvoorbeeld door te nemen in projecten op de Noordzee), op industrieterreinen en langs de hele Afsluitdijk, wat ook een industrieel project is en daar dus goed bij past. En kies voor plekken die het meeste rendement opleveren, dus aan of op zee en zeker niet in het binnenland.  Grote zonne-energieprojecten op het land, die helaas al op veel plekken worden gerealiseerd, zijn we pertinent op tegen. Particulieren, bedrijven en overheden kunnen nog jaren vooruit met het dakoppervlak wat beschikbaar is.  Grootschalig zou wel kunnen langs de Afsluitdijk en op industrieterreinen door de gehele provincie.","Wat betreft windenergie lijkt met dat een goed idee en dan bij voorkeur op zee (bijvoorbeeld door te nemen in projecten op de Noordzee), op industrieterreinen en langs de hele Afsluitdijk, wat ook een industrieel project is en daar dus goed bij past. En kies voor plekken die het meeste rendement opleveren, dus aan of op zee en zeker niet in het binnenland.  Grote zonne-energieprojecten op het land, die helaas al op veel plekken worden gerealiseerd, zijn we pertinent op tegen. Particulieren, bedrijven en overheden kunnen nog jaren vooruit met het dakoppervlak wat beschikbaar is.  Grootschalig zou wel kunnen langs de Afsluitdijk en op industrieterreinen door de gehele provincie.","As far as wind energy is concerned, this seems to be a good idea and preferably at sea (for example, to be discussed in projects in the North Sea), on industrial sites and along the entire Afsluitdijk, which is also an industrial project and therefore fits well with it. And choose places that yield the most return, so at or at sea and certainly not inland.  We are strongly opposed to large solar energy projects on land, which are unfortunately already being realized in many places. Private individuals, companies and governments can continue for years with the roof surface that is available.  Large-scale could be done along the Afsluitdijk and on industrial estates throughout the province.",
3_119569,3,119569,ik heb het niet veel punten gegeven maar ja zonder de markt kan je ook niet veel doen. maar ik zou de markt zeker niet de baas laten gaan doen want dan heb je er zelf geen goed bestuur bij,ik heb het niet veel punten gegeven maar ja zonder de markt kan je ook niet veel doen. maar ik zou de markt zeker niet de baas laten gaan doen want dan heb je er zelf geen goed bestuur bij,I didn't give it many points but yes without the market you can't do much either. But I certainly wouldn't let the market take over because then you don't have good governance yourself.,
1_118905,1,118905,"Ik vind eigen regie belangrijk. Daarom kies ik voor 70% voor 'zelf doen'.   30% keuze voor 'de gemeente neemt leiding en ontzorgt', via verkiezingen kan ik hier enigszins invloed op uitoefenen.    Maar ik mis in de opties de voor mij belangrijkste optie: 'kernenergie'. De vragen zijn m.i. gebaseerd op een verouderde insteek voor wat betreft duurzame energie.","Ik vind eigen regie belangrijk. Daarom kies ik voor 70% voor 'zelf doen'.   30% keuze voor 'de gemeente neemt leiding en ontzorgt', via verkiezingen kan ik hier enigszins invloed op uitoefenen.    Maar ik mis in de opties de voor mij belangrijkste optie: 'kernenergie'. De vragen zijn m.i. gebaseerd op een verouderde insteek voor wat betreft duurzame energie.","I think self-direction is important. That is why I choose 70% for 'do it yourself'.   30% choice for 'the municipality takes charge and unburdens', through elections I can exert some influence on this.    But I miss the most important option for me in the options: 'nuclear energy'. The questions are based on an outdated approach to sustainable energy.",
5_120048,5,120048,"Beperkte opslag, dus niet voor heel Nederland. Hooguit voor onze eigen provincie Fryslân.","Beperkte opslag, dus niet voor heel Nederland. Hooguit voor onze eigen provincie Fryslân.","Limited storage, so not for the whole of the Netherlands. At most for our own province of Fryslân.",
5_119858,5,119858,"Ik voel persoonlijk niet de behoefte om voorloper in Nederland te zijn met mijn provincie. Als dat SWF vanuit de overheid gevraagd wordt heeft dat mijn stem, maar uit eigen initiatief niet. Opslag van energie is een groot probleem dat naar mijn inzicht nog jaren van testen en onderzoek met zich meebrengt. Het is nodig dat inwoners ook persoonlijk actie ondernemen en dat niet al het beschikbare geld naar dit project gat. Het geld kan dan in mijn ogen beter besteed worden aan subsidies om het voor huishouden mogelijk te maken eigen energie op te wekken.","Ik voel persoonlijk niet de behoefte om voorloper in Nederland te zijn met mijn provincie. Als dat SWF vanuit de overheid gevraagd wordt heeft dat mijn stem, maar uit eigen initiatief niet. Opslag van energie is een groot probleem dat naar mijn inzicht nog jaren van testen en onderzoek met zich meebrengt. Het is nodig dat inwoners ook persoonlijk actie ondernemen en dat niet al het beschikbare geld naar dit project gat. Het geld kan dan in mijn ogen beter besteed worden aan subsidies om het voor huishouden mogelijk te maken eigen energie op te wekken.","I personally do not feel the need to be a forerunner in the Netherlands with my province. If swf is requested by the government, it has my vote, but not on my own initiative. Energy storage is a major problem that, in my opinion, will entail years of testing and research. It is necessary that residents also take personal action and that not all the available money goes to this project. In my opinion, the money could then be better spent on subsidies to make it possible for households to generate their own energy.",
1_118651,1,118651,"Niet iedereen die het wil kan investeren in zonnepanelen.  Windmolens zijn niet aan de orde, die hebben we genoeg in de gemeente en we willen geen molens meer die de horizon vervuilen.","Niet iedereen die het wil kan investeren in zonnepanelen.  Windmolens zijn niet aan de orde, die hebben we genoeg in de gemeente en we willen geen molens meer die de horizon vervuilen.","Not everyone who wants to can invest in solar panels.  Windmills are not an issue, we have enough of them in the municipality and we no longer want windmills that pollute the horizon.",
2_118600,2,118600,Er zijn al veel inwoners die stappen hebben gezet richting duurzame energie. Eigen initiatief is belangrijk. Inwoners en de gemeente moeten elkaar aanvullen/helpen. Er is meer draagkracht voor plannen van de gemeente als inwoners mee kunnen doen.,Er zijn al veel inwoners die stappen hebben gezet richting duurzame energie. Eigen initiatief is belangrijk. Inwoners en de gemeente moeten elkaar aanvullen/helpen. Er is meer draagkracht voor plannen van de gemeente als inwoners mee kunnen doen.,There are already many residents who have taken steps towards sustainable energy. Own initiative is important. Residents and the municipality must complement/help each other. There is more capacity for plans of the municipality if residents can participate.,
3_119916,3,119916,De markt moet wel mogelijkheden krijgen maar de mensen zien dan vaak door de bomen het bos niet meer. Dit moet dan in samenwerking met de gemeente,De markt moet wel mogelijkheden krijgen maar de mensen zien dan vaak door de bomen het bos niet meer. Dit moet dan in samenwerking met de gemeente,"The market must be given opportunities, but people often no longer see the wood for the trees. This must then be done in collaboration with the municipality.",
3_5522,3,5522,Kan de balans tussen peaple - planet - profit houden. Al zal het wel snel in hun voordeel zijn. Daarom moeten er goede afspraken gemaakt worden met de gemeente.,Kan de balans tussen peaple - planet - profit houden. Al zal het wel snel in hun voordeel zijn. Daarom moeten er goede afspraken gemaakt worden met de gemeente.,Can keep the balance between peaple - planet - profit. Although it will soon be in their favor. That is why good agreements must be made with the municipality.,
5_117698,5,117698,"Opslag lijkt me goed om voldoende achter de hand te houden mocht er door omstandigheden geen groene energie voor handen zijn. Grootschalig lijkt me dit geen goed idee (""vervuiling"" landschap en gevaarlijk)","Opslag lijkt me goed om voldoende achter de hand te houden mocht er door omstandigheden geen groene energie voor handen zijn. Grootschalig lijkt me dit geen goed idee (""vervuiling"" landschap en gevaarlijk)","Storage seems to me to be good to keep sufficient on hand if there is no green energy available due to circumstances. On a large scale this does not seem like a good idea (""pollution"" landscape and dangerous)",
3_5945,3,5945,"De energie maatschappijen moeten zorgen voor de mogelijkheid om de stroom af te zetten, tegen een redelijke prijs om het financieel mogelijk te maken dat het particuliere initiatief een goede kans van slagen heeft.","De energie maatschappijen moeten zorgen voor de mogelijkheid om de stroom af te zetten, tegen een redelijke prijs om het financieel mogelijk te maken dat het particuliere initiatief een goede kans van slagen heeft.","The energy companies must provide the possibility to sell the electricity, at a reasonable price, in order to make it financially possible for the private initiative to have a good chance of success.",
5_8163,5,8163,In mijn ogen dé oplossing voor de particuliere sector. Tegelijkertijd is de ontwikkeling nog niet ver genoeg om dit op grote schaal toe te passen. Maar inzetten op de opslag van (zelf opgewekte) energie is een logische stap in de verduurzaming.,In mijn ogen dé oplossing voor de particuliere sector. Tegelijkertijd is de ontwikkeling nog niet ver genoeg om dit op grote schaal toe te passen. Maar inzetten op de opslag van (zelf opgewekte) energie is een logische stap in de verduurzaming.,"In my view, this is the solution for the private sector. At the same time, the development is not yet far enough along to apply this on a large scale. But focusing on the storage of (self-generated) energy is a logical step in sustainability.",
2_5283,2,5283,Inwoners weten het beste wat goed is voor hun gebied en maakt hen daarmee ook medeverantwoordelijk voor energieopwekking en beheer en beïnvloedbaarheid van de baten en lasten,Inwoners weten het beste wat goed is voor hun gebied en maakt hen daarmee ook medeverantwoordelijk voor energieopwekking en beheer en beïnvloedbaarheid van de baten en lasten,Residents know best what is good for their area and thus also makes them jointly responsible for energy generation and management and influenceability of income and expenses.,
4_119854,4,119854,Als belangrijke bedreiging in de energie-opgave zie ik de verrommeling van het landschap. Een van de grootste kernwaarden van onze gemeente! Hoe zorg je voor een energieoplossing zonder afbreuk te doen aan ons landschap. Een klein aantal locatie voor grootschalige opwekking lijkt dan een voor de hand liggende strategie. Zie ook hier weer de link naar 1 met de roep om een goede visie en integrale afweging.,Als belangrijke bedreiging in de energie-opgave zie ik de verrommeling van het landschap. Een van de grootste kernwaarden van onze gemeente! Hoe zorg je voor een energieoplossing zonder afbreuk te doen aan ons landschap. Een klein aantal locatie voor grootschalige opwekking lijkt dan een voor de hand liggende strategie. Zie ook hier weer de link naar 1 met de roep om een goede visie en integrale afweging.,"I see the cluttering of the landscape as an important threat in the energy task. One of the greatest core values of our municipality! How do you provide an energy solution without compromising our landscape? A small number of locations for large-scale revival then seems like an obvious strategy. Again, see the link to 1 with the call for a good vision and integral consideration.",
2_5443,2,5443,Op zich goed als inwoners het zelf doen omdat mensen er dan achter staat. Maar dit is vaak veel te tijdrovend en is een ingewikkelde overlegstructuur.,Op zich goed als inwoners het zelf doen omdat mensen er dan achter staat. Maar dit is vaak veel te tijdrovend en is een ingewikkelde overlegstructuur.,In itself good if residents do it themselves because people are behind it. But this is often far too time-consuming and is a complicated consultation structure.,
3_5233,3,5233,Ja deels waar. De SDEplus bijdrage wordt elk jaar lager. Gevolg is dat alleen grote projekten kans van slagen hebben.  De markt kan er samen met de omgeving wat moois van maken. Grote spelers kunnen gemakkelijker aan geldmiddelen komen. Door de steeds lagere rendementen is financiering vanuit de omgeving niet erg aantrekkelijk. Dit werkt dan weer als een rem op de haalbaarheid.,Ja deels waar. De SDEplus bijdrage wordt elk jaar lager. Gevolg is dat alleen grote projekten kans van slagen hebben.  De markt kan er samen met de omgeving wat moois van maken. Grote spelers kunnen gemakkelijker aan geldmiddelen komen. Door de steeds lagere rendementen is financiering vanuit de omgeving niet erg aantrekkelijk. Dit werkt dan weer als een rem op de haalbaarheid.,"Yes, partly true. The SDEplus contribution is getting lower every year. As a result, only large projects have a chance of success.  The market can make something beautiful together with the environment. Big players can get cash more easily. Due to the increasingly lower returns, financing from the environment is not very attractive. This, in turn, acts as a brake on feasibility.",
2_119442,2,119442,Waar mogelijk kunnen inwoners zelf hun huis verduurzamen. Ook isoleren hoort hierbij. Huiseigenaren moeten daarop worden aangesproken.,Waar mogelijk kunnen inwoners zelf hun huis verduurzamen. Ook isoleren hoort hierbij. Huiseigenaren moeten daarop worden aangesproken.,"Where possible, residents can make their homes more sustainable themselves. Insulation is also part of this. Homeowners should be held accountable for that.",
1_10707,1,10707,De gemeente moet niet alles regelen tot in huis. Er moeten keuzes over blijven voor de inwoners.,De gemeente moet niet alles regelen tot in huis. Er moeten keuzes over blijven voor de inwoners.,The municipality does not have to arrange everything down to the house. There must be choices left for the inhabitants.,
5_5563,5,5563,"Hiermee bedoel ik de opslag van opgewekte energie.  Stimuleren van goed bewust gedrag helpt.  Bv men wil wel zonnepanelen vanwege salderen. In Nederland wordt iets eerst gestimuleerd met voordelen,  om daarna de voordelen wéér af te pakken","Hiermee bedoel ik de opslag van opgewekte energie.  Stimuleren van goed bewust gedrag helpt.  Bv men wil wel zonnepanelen vanwege salderen. In Nederland wordt iets eerst gestimuleerd met voordelen,  om daarna de voordelen wéér af te pakken","By this I mean the storage of generated energy.  Encouraging good conscious behavior helps.  For example, people do want solar panels because of netting. In the Netherlands, something is first stimulated with benefits, and then the benefits are taken away again",
5_118868,5,118868,Door in te zetten op gezamenlijke opslag komen er niet overal potentiële gevaarlijke opslagsystemen. Ook zal dit waarschijnlijk goedkoper zijn dan dat iedereen zijn eigen systeem door een beunhaas aan de muur laat hangen.  Voor mensen met zonnepanelen zal een gezamenlijke opslag ook interessant zijn ivm de aflopende salderingsregeling.,Door in te zetten op gezamenlijke opslag komen er niet overal potentiële gevaarlijke opslagsystemen. Ook zal dit waarschijnlijk goedkoper zijn dan dat iedereen zijn eigen systeem door een beunhaas aan de muur laat hangen.  Voor mensen met zonnepanelen zal een gezamenlijke opslag ook interessant zijn ivm de aflopende salderingsregeling.,"By focusing on joint storage, potential hazardous storage systems do not come everywhere. This will also probably be cheaper than having everyone hang their own system on the wall by a beunhaas.  For people with solar panels, joint storage will also be interesting due to the expiring netting scheme.",
2_5989,2,5989,"De gemeente/provincie heeft tot op heden de burgers niet goed betrokken, dus zal dat ook in de toekomst niet gaan doen. Kijk naar windpark Fryslân, bezwaren van burgers, niets mee gedaan. De gemeente krijgt straks een opdracht en daar moet ze gewoon aan voldoen, dat is een voldongen feit en duwt dat straks door de strot van de burgers. Met burgerparticipatie voor de bühne. In deze enquête wordt niet gesproken over wat er nu al gedaan is aan duurzame energie in deze gemeente, dus dat is misleidend. Er zijn ook meer opties, die worden niet besproken. Laat dan alsjeblieft burgers zelf beslissen over duurzame maatregelen door bijvoorbeeld gebruik te maken van de energiemixmethode van de Energie Werkplaats Friesland.","De gemeente/provincie heeft tot op heden de burgers niet goed betrokken, dus zal dat ook in de toekomst niet gaan doen. Kijk naar windpark Fryslân, bezwaren van burgers, niets mee gedaan. De gemeente krijgt straks een opdracht en daar moet ze gewoon aan voldoen, dat is een voldongen feit en duwt dat straks door de strot van de burgers. Met burgerparticipatie voor de bühne. In deze enquête wordt niet gesproken over wat er nu al gedaan is aan duurzame energie in deze gemeente, dus dat is misleidend. Er zijn ook meer opties, die worden niet besproken. Laat dan alsjeblieft burgers zelf beslissen over duurzame maatregelen door bijvoorbeeld gebruik te maken van de energiemixmethode van de Energie Werkplaats Friesland.","The municipality/province has not properly involved the citizens to date, so will not do so in the future. Look at wind farm Fryslân, objections from citizens, nothing done with it. The municipality will soon receive an assignment and it will simply have to comply with it, that is a fait accompli and will soon be pushing it down the throats of the citizens. With citizen participation for the stage. This survey does not talk about what has already been done about renewable energy in this municipality, so that is misleading. There are also more options, which are not discussed. Then please let citizens decide for themselves about sustainable measures by, for example, using the energy mix method of the Energie Werkplaats Friesland.",
1_9398,1,9398,De gemeente kan een actief beleid voeren en ook mensen met een kleine beurs helpen om te verduurzamen. De gemeente kan ook zorgen voor een energiebeleid dat niet ten koste van landschap en leefbaarheid gaat.,De gemeente kan een actief beleid voeren en ook mensen met een kleine beurs helpen om te verduurzamen. De gemeente kan ook zorgen voor een energiebeleid dat niet ten koste van landschap en leefbaarheid gaat.,The municipality can pursue an active policy and also help people with a small grant to become more sustainable. The municipality can also ensure an energy policy that is not at the expense of landscape and quality of life.,
3_5433,3,5433,"Als je de markt laat bepalen gaat het niet om dat wat goed is, maar waar de markt het meest aan kan verdienen. Goed sturen vanuit de gemeente is dan van belang. Dan ga ik er vanuit dat de gemeente zonder winstoogmerk het welbevinden  van zijn burgers bovenaan heeft staan","Als je de markt laat bepalen gaat het niet om dat wat goed is, maar waar de markt het meest aan kan verdienen. Goed sturen vanuit de gemeente is dan van belang. Dan ga ik er vanuit dat de gemeente zonder winstoogmerk het welbevinden  van zijn burgers bovenaan heeft staan","If you let the market determine, it is not about what is good, but what the market can earn the most from. Good management from the municipality is then important. Then I assume that the non-profit municipality has the well-being of its citizens at the top of its life.",
5_118406,5,118406,Kosten van energie reguleren helpt bij opbouwen van eigen voorraden. Mits dit geen verstorend effect op het landschap heeft. Bijv in loods of een leegstaande boerderij met energieopslag.,Kosten van energie reguleren helpt bij opbouwen van eigen voorraden. Mits dit geen verstorend effect op het landschap heeft. Bijv in loods of een leegstaande boerderij met energieopslag.,"Regulating the cost of energy helps build up your own stocks. Provided that this does not have a disruptive effect on the landscape. For example, in a warehouse or a vacant farm with energy storage.",
1_118920,1,118920,"Gemeente moet het samen met de inwoners doen.Anders heeft de gemeente te veel macht,en word het landschap vergeten wanneer er geld mee gemoeit is.(zie wat er in het ijssel meer staat te gebeuren).","Gemeente moet het samen met de inwoners doen.Anders heeft de gemeente te veel macht,en word het landschap vergeten wanneer er geld mee gemoeit is.(zie wat er in het ijssel meer staat te gebeuren).","The municipality has to do it together with the inhabitants. Otherwise, the municipality has too much power, and the landscape is forgotten when money is spent on it. (see what's happening in the ijssel lake).",
